pmid,g2p_lgmde,label
28007608,G2P01631 - CREBBP - 600140.0 - HGNC:2348 - CBP; KAT3A; RSTS; RTS - CREBBP-related Rubinstein-Taybi syndrome - 180849 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
23521658,G2P00746 - ARID1A - 603024.0 - HGNC:11110 - B120; BAF250; BAF250A; C10RF4; C1ORF4; P270; SMARCF1 - ARID1A-related Coffin-Siris Syndrome - 614607 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
10294286,G2P02373 - CLTC - 118955.0 - HGNC:2092 - CLTCL2; HC - CLTC-related epilepsy and intellectual disability - nan - MONDO:0030922 - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
29184170,G2P01486 - NFIX - 164005.0 - HGNC:7788 - NF1A - NFIX-related Marshall-Smith syndrome - 602535 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
27688808,G2P01486 - NFIX - 164005.0 - HGNC:7788 - NF1A - NFIX-related Marshall-Smith syndrome - 602535 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
15213456,G2P03225 - SPRED2 - 609292.0 - HGNC:17722 - FLJ21897; FLJ31917; SPRED-2 - SPRED2-related Noonan syndrome - nan - MONDO:0018997 - biallelic_autosomal - nan - strong - absent gene product - nan - undetermined - inferred,0
11200536,G2P00414 - FGFR1 - 136350.0 - HGNC:3688 - BFGFR; CD331; CEK; FLG; FLT2; H2; H3; H4; H5; KAL2; N-SAM - FGFR1-related osteoglophonic dysplasia - 166250 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
30155272,G2P01622 - HYDIN - 610812.0 - HGNC:19368 - CILD5; DKFZP434D0513; KIAA1864; PPP1R31 - HYDIN-related primary ciliary dyskinesia - 608647 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
28211977,G2P00882 - GATAD2B - 614998.0 - HGNC:30778 - P66BETA - GATAD2B-related nonspecific severe intellectual disability - 615074 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
10115933,G2P01211 - NEB - 161650.0 - HGNC:7720 - NEB177D; NEM2 - NEB-related typical nemaline myopathy - 256030 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
16000550,G2P01511 - GJA1 - 121014.0 - HGNC:4274 - CX43; GJAL; ODD; ODDD; ODOD; SDTY3 - GJA1-related oculodentodigital dysplasia - 164200 - nan - biallelic_autosomal - nan - definitive - absent gene product; altered gene product structure - missense_variant; stop_gained - undetermined - inferred,0
18258427,"G2P00965 - IGF1R - 147370.0 - HGNC:5465 - CD221; IGFIR; IGFR; JTK13; MGC18216 - IGF1R-related insulin-like growth factor I, resistance to - 270450 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred",0
1679746,G2P01621 - DMD - 300377.0 - HGNC:2928 - BMD; DXS142; DXS164; DXS206; DXS230; DXS239; DXS268; DXS269; DXS270; DXS272; MRX85 - DMD-related Duchenne muscular dystrophy - 310200 - nan - monoallelic_X_hemizygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
29495602,G2P03111 - MYSM1 - 612176.0 - HGNC:29401 - KIAA1915 - MYSM1-related congenital bone marrow failure - 618116 - nan - biallelic_autosomal - nan - limited - absent gene product - nan - loss of function - inferred,0
26019277,G2P00590 - BCL11A - 606557.0 - HGNC:13221 - BCL11A-L; BCL11A-S; BCL11A-XL; CTIP1; EVI9; HBFQTL5; SMARCM1; ZNF856 - BCL11A-related intellectual disability - 617101 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
37761828,G2P03080 - FBXO28 - 609100.0 - HGNC:29046 - CENP-30; FBX28; FLJ10766; KIAA0483 - FBXO28-related developmental and epileptic encephalopathy with profound intellectual disability - 619777 - nan - monoallelic_autosomal - nan - definitive - uncertain - nan - undetermined - inferred,1
15324896,"G2P00762 - MMP13 - 600108.0 - HGNC:7159 - CLG3 - MMP13-related spondyloepimetaphyseal dysplasia, Missouri type - 602111 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred",0
353748,G2P00873 - NHS - 300457.0 - HGNC:7820 - nan - NHS-related Nance-Horan syndrome - 302350 - nan - monoallelic_X_hemizygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
1634901,G2P01621 - DMD - 300377.0 - HGNC:2928 - BMD; DXS142; DXS164; DXS206; DXS230; DXS239; DXS268; DXS269; DXS270; DXS272; MRX85 - DMD-related Duchenne muscular dystrophy - 310200 - nan - monoallelic_X_hemizygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
2013135,"G2P01103 - PHIP - 612870.0 - HGNC:15673 - BRWD2; DCAF14; FLJ20705; NDRP; WDR11 - PHIP-related developmental delay, intellectual disability, obesity, and dysmorphic features - nan - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred",0
8330355,"G2P01103 - PHIP - 612870.0 - HGNC:15673 - BRWD2; DCAF14; FLJ20705; NDRP; WDR11 - PHIP-related developmental delay, intellectual disability, obesity, and dysmorphic features - nan - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred",0
8225481,"G2P01103 - PHIP - 612870.0 - HGNC:15673 - BRWD2; DCAF14; FLJ20705; NDRP; WDR11 - PHIP-related developmental delay, intellectual disability, obesity, and dysmorphic features - nan - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred",0
36523978,G2P00164 - TBL1XR1 - 608628.0 - HGNC:29529 - C21; DC42; FLJ12894; IRA1; TBLR1 - TBL1XR1-related intellectual disability with autism spectrum disorder - 616944 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
23287644,G2P01397 - FOXP1 - 605515.0 - HGNC:3823 - 12CC4; HFKH1B; HSPC215; QRF1 - FOXP1-related intellectual developmental disorder with language impairment and autistic features - 613670 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
25256099,G2P00319 - SLC6A1 - 137165.0 - HGNC:11042 - GABATHG; GABATR; GAT-1; GAT1; HGAT-1 - SLC6A1-related epilepsy with myoclonic-atonic seizures - nan - MONDO:0016025 - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
2752529,"G2P01103 - PHIP - 612870.0 - HGNC:15673 - BRWD2; DCAF14; FLJ20705; NDRP; WDR11 - PHIP-related developmental delay, intellectual disability, obesity, and dysmorphic features - nan - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred",0
35911425,G2P00319 - SLC6A1 - 137165.0 - HGNC:11042 - GABATHG; GABATR; GAT-1; GAT1; HGAT-1 - SLC6A1-related epilepsy with myoclonic-atonic seizures - nan - MONDO:0016025 - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
19772934,G2P01018 - FOXG1 - 164874.0 - HGNC:3811 - BF1; FKH2; FKHL1; FKHL2; FKHL3; FKHL4; FOXG1A; FOXG1B; FOXG1C; HBF-3; HFK1; HFK2; HFK3; QIN - FOXG1-related congenital variant of Rett syndrome - 613454 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
26471271,G2P02315 - FLNA - 300017.0 - HGNC:3754 - ABP-280; FLN; FLN1; OPD1; OPD2 - FLNA-related periventricular nodular heterotopia - 300049 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
11522825,G2P00144 - FGFR2 - 176943.0 - HGNC:3689 - BEK; CD332; CEK3; CFD1; ECT1; JWS; K-SAM; KGFR; TK14; TK25 - FGFR2-related Crouzon syndrome - 123500 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
34184986,G2P03095 - FGF13 - 300070.0 - HGNC:3670 - FGF2; FHF2; FLJ30672; LINC00889 - FGF13-related neurodevelopmental disorder - nan - MONDO:0700092 - monoallelic_X_hemizygous - restricted mutation set - strong - altered gene product structure - nan - gain of function - inferred,1
11682623,G2P01872 - SIN3A - 607776.0 - HGNC:19353 - DKFZP434K2235; KIAA0700 - SIN3A-related syndromic intellectual disability - 612100 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
30218748,G2P01149 - EDN1 - 131240.0 - HGNC:3176 - ET1 - EDN1-related auriculocondylar syndrome - 615706 - nan - biallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
34363624,G2P01518 - PDHA1 - 300502.0 - HGNC:8806 - E1ALPHA; PDHA - PDHA1-related intellectual disabiltiy - 312170 - nan - monoallelic_X_hemizygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
21626678,G2P00974 - MEF2C - 600662.0 - HGNC:6996 - nan - MEF2C-related intellectual developmental disorder-stereotypic movements-epilepsy and/or cerebral malformations - 613443 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
26354035,G2P02469 - RPS6KA3 - 300075.0 - HGNC:10432 - CLS; HU-3; MRX19; RSK2 - RPS6KA3-related Coffin-Lowry syndrome - 303600 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product; altered gene product structure - frameshift_variant; missense_variant; stop_gained - undetermined - inferred,1
32702884,G2P01211 - NEB - 161650.0 - HGNC:7720 - NEB177D; NEM2 - NEB-related typical nemaline myopathy - 256030 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
23687080,G2P01343 - SYNGAP1 - 603384.0 - HGNC:11497 - KIAA1938; RASA5; SYNGAP - SYNGAP1-related intellectual developmental disorder - 612621 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
11689702,G2P01220 - MTOR - 601231.0 - HGNC:3942 - FLJ44809; FRAP; FRAP1; FRAP2; RAFT1; RAPT1 - MTOR-related Smith-Kingsmore syndrome - 616638 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
24206642,G2P01399 - CHD7 - 608892.0 - HGNC:20626 - CRG; FLJ20357; FLJ20361; KIAA1416 - CHD7-related CHARGE syndrome - 214800 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
23142376,G2P01399 - CHD7 - 608892.0 - HGNC:20626 - CRG; FLJ20357; FLJ20361; KIAA1416 - CHD7-related CHARGE syndrome - 214800 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
26395556,G2P01128 - STXBP1 - 602926.0 - HGNC:11444 - HUNC18; MUNC18-1; NSEC1; RBSEC1; UNC18 - STXBP1-related epileptic encephalopathy early infantile - 612164 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
31209758,G2P00353 - EHMT1 - 607001.0 - HGNC:24650 - BA188C12.1; EHMT1-IT1; EU-HMTASE1; FLJ12879; FLJ40292; GLP; KIAA1876; KMT1D - EHMT1-related Kleefstra syndrome - nan - MONDO:0012455 - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
9707344,G2P00117 - COL11A2 - 120290.0 - HGNC:2187 - DFNA13; DFNB53; HKE5 - COL11A2-related otospondylomegaepiphyseal dysplasia - 215150 - nan - biallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - dominant negative - inferred,0
22473288,G2P01518 - PDHA1 - 300502.0 - HGNC:8806 - E1ALPHA; PDHA - PDHA1-related intellectual disabiltiy - 312170 - nan - monoallelic_X_hemizygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
8702128,G2P00037 - COL2A1 - 120140.0 - HGNC:2200 - AOM; SEDC; STL1 - COL2A1-related Kniest dysplasia - 156550 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - dominant negative - inferred,0
21626680,G2P00636 - NRXN1 - 600565.0 - HGNC:8008 - HS.22998; KIAA0578 - NRXN1-related autism - 209850 - nan - monoallelic_autosomal - nan - moderate - absent gene product - nan - loss of function - inferred,0
27656287,G2P00699 - GRIN2B - 138252.0 - HGNC:4586 - GLUN2B; NMDAR2B; NR2B - GRIN2B-related epileptic encelopathy - 616139 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,1
27656287,G2P00586 - GRIN2B - 138252.0 - HGNC:4586 - GLUN2B; NMDAR2B; NR2B - GRIN2B-related intellectual developmental disorder - 613970 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
23182654,G2P03171 - GLRB - 138492.0 - HGNC:4329 - nan - GLRB-related hyperexplexia - 614619 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
15551259,G2P02114 - GJA1 - 121014.0 - HGNC:4274 - CX43; GJAL; ODD; ODDD; ODOD; SDTY3 - GJA1-related oculodentodigital dysplasia - 164200 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - frameshift_variant; inframe_insertion; missense_variant; inframe_deletion - dominant negative - inferred,1
23895774,G2P01018 - FOXG1 - 164874.0 - HGNC:3811 - BF1; FKH2; FKHL1; FKHL2; FKHL3; FKHL4; FOXG1A; FOXG1B; FOXG1C; HBF-3; HFK1; HFK2; HFK3; QIN - FOXG1-related congenital variant of Rett syndrome - 613454 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
36376392,G2P01518 - PDHA1 - 300502.0 - HGNC:8806 - E1ALPHA; PDHA - PDHA1-related intellectual disabiltiy - 312170 - nan - monoallelic_X_hemizygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
15211660,G2P03310 - PTPN11 - 176876.0 - HGNC:9644 - BPTP3; NS1; PTP2C; SH-PTP2; SHP-2; SHP2 - PTPN11-related Noonan syndrome - nan - MONDO:0008104 - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - missense_variant; inframe_deletion - gain of function - inferred,1
16938426,G2P01622 - HYDIN - 610812.0 - HGNC:19368 - CILD5; DKFZP434D0513; KIAA1864; PPP1R31 - HYDIN-related primary ciliary dyskinesia - 608647 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
37477894,G2P02469 - RPS6KA3 - 300075.0 - HGNC:10432 - CLS; HU-3; MRX19; RSK2 - RPS6KA3-related Coffin-Lowry syndrome - 303600 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product; altered gene product structure - frameshift_variant; missense_variant; stop_gained - undetermined - inferred,0
33949289,G2P02851 - ZC4H2 - 300897.0 - HGNC:24931 - HCA127; KIAA1166; MCS; MRXS4; WWS - ZC4H2-related arthrogryposis multiplex congenita and intellectual disability - 314580 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
11738879,G2P00034 - MECP2 - 300005.0 - HGNC:6990 - MRX16; MRX79; RTT - MECP2-related Rett syndrome - 312750 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
19332160,G2P01397 - FOXP1 - 605515.0 - HGNC:3823 - 12CC4; HFKH1B; HSPC215; QRF1 - FOXP1-related intellectual developmental disorder with language impairment and autistic features - 613670 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
30897306,G2P00396 - SMARCA4 - 603254.0 - HGNC:11100 - BAF190; BRG1; FLJ39786; HSNF2B; SNF2; SNF2-BETA; SNF2L4; SNF2LB; SWI2 - SMARCA4-related Coffin Siris - 614609 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
25490446,G2P00211 - BCOR - 300485.0 - HGNC:20893 - FLJ20285; KIAA1575 - BCOR-related syndromic microphthalmia  - 300166 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
2905051,G2P01670 - COL6A3 - 120250.0 - HGNC:2213 - nan - COL6A3-related Ullrich congenital muscular dystrophy - 254090 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
1684425,G2P00410 - NF1 - 613113.0 - HGNC:7765 - nan - NF1-related neurofibromatosis - 162200 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
1679929,G2P00410 - NF1 - 613113.0 - HGNC:7765 - nan - NF1-related neurofibromatosis - 162200 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
31155147,G2P00959 - KIF1A - 601255.0 - HGNC:888 - ATSV; C2ORF20; SPG30; UNC104 - KIF1A-related NESCAV syndrome - 614255 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
30332642,G2P00935 - CEP290 - 610142.0 - HGNC:29021 - 3H11AG; BBS14; CT87; FLJ13615; JBTS5; KIAA0373; LCA10; MKS4; NPHP6; POC3; RD16; SLSN6 - CEP290-related Joubert syndrome - 610188 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
27364156,G2P03107 - CHRNB1 - 100710.0 - HGNC:1961 - CHRNB - CHRNB1-related congenital myaesthenia - 616314 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
29222110,G2P00498 - DDX3X - 300160.0 - HGNC:2745 - CAP-RF; DBX; DDX14; DDX3; HLP2 - DDX3X-related intellectual disability - nan - MONDO:0001071 - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
23527306,G2P00117 - COL11A2 - 120290.0 - HGNC:2187 - DFNA13; DFNB53; HKE5 - COL11A2-related otospondylomegaepiphyseal dysplasia - 215150 - nan - biallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - dominant negative - inferred,0
7829510,G2P00037 - COL2A1 - 120140.0 - HGNC:2200 - AOM; SEDC; STL1 - COL2A1-related Kniest dysplasia - 156550 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - dominant negative - inferred,0
7783419,G2P00950 - COL4A3 - 120070.0 - HGNC:2204 - nan - COL4A3-related Alport syndrome - 104200 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
15003170,G2P00626 - CACNA1A - 601011.0 - HGNC:1388 - APCA; CACNL1A4; CAV2.1; EA2; FHM; HPCA; MHP; MHP1; SCA6 - CACNA1A-related epileptic encephalopathy - 617106 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
38136976,G2P00845 - SYNE1 - 608441.0 - HGNC:17089 - 8B; ARCA1; C6ORF98; CPG2; DJ45H2.2; ENAPTIN; KIAA0796; MYNE1; NESP1; NESPRIN-1; SCAR8; SYNE-1B - SYNE1-related spinocerebellar ataxia - 610743 - nan - biallelic_autosomal - potential secondary finding - strong - absent gene product - nan - loss of function - inferred,1
34440449,G2P00326 - ARID1B - 614556.0 - HGNC:18040 - 6A3-5; BAF250B; DAN15; ELD/OSA1; KIAA1235; P250R; SMARCF2 - ARID1B-related Coffin-Siris Syndrome - 135900 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
29082105,G2P00570 - WDR45 - 300526.0 - HGNC:28912 - JM5; NBIA5; WDRX1; WIPI4 - WDR45-related neurodegeneration with brain iron accumulation - 300894 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
