pmid,g2p_lgmde,label
26555645,G2P00033 - SCN2A - 182390.0 - HGNC:10588 - HBSCI; HBSCII; NAV1.2; SCN2A1; SCN2A2 - SCN2A-related nonspecific severe intellectual disability - nan - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
24056717,G2P02792 - FAT4 - 612411.0 - HGNC:23109 - CDHF14; CDHR11; FAT-J - FAT4-related Hennekam lymphangiectasia-lymphedema syndrome - 616006 - nan - biallelic_autosomal - nan - definitive - uncertain - nan - undetermined - inferred,1
11389164,G2P03168 - GLRA1 - 138491.0 - HGNC:4326 - STHE - GLRA1-related hyperexplexia - 149400 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,1
11389164,G2P03169 - GLRA1 - 138491.0 - HGNC:4326 - STHE - GLRA1-related hyperexplexia - 149400 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
12707933,G2P01109 - GRIN1 - 138249.0 - HGNC:4584 - GLUN1; NMDAR1; NR1 - GRIN1-related epileptic encephalopathy - nan - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
17952636,G2P01021 - ADNP - 611386.0 - HGNC:15766 - ADNP1; KIAA0784 - ADNP-related intellectual developmental disorder - 615873 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
10993648,G2P01045 - SMAD4 - 600993.0 - HGNC:6770 - DPC4; MADH4 - SMAD4-related Myhre syndrome - 139210 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
32597291,"G2P03159 - POU4F1 - 601632.0 - HGNC:9218 - BRN3A; RDC-1 - POU4F1-related ataxia, intention tremor, and hypotonia syndrome - 619352 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred",0
26077327,G2P00881 - ALMS1 - 606844.0 - HGNC:428 - KIAA0328 - ALMS1-related Alstrom syndrome - 203800 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
33304895,G2P01670 - COL6A3 - 120250.0 - HGNC:2213 - nan - COL6A3-related Ullrich congenital muscular dystrophy - 254090 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
23533165,G2P01128 - STXBP1 - 602926.0 - HGNC:11444 - HUNC18; MUNC18-1; NSEC1; RBSEC1; UNC18 - STXBP1-related epileptic encephalopathy early infantile - 612164 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
27094017,"G2P03112 - NFE2L2 - 600492.0 - HGNC:7782 - NRF-2; NRF2 - NFE2L2-related leukoencephalopathy, immune deficiency and hypohomocysteinaemia - 617744 - nan - monoallelic_autosomal - restricted mutation set - strong - altered gene product structure - nan - gain of function - inferred",0
37941991,G2P03207 - ONECUT1 - 604164.0 - HGNC:8138 - HNF-6; HNF6; HNF6A - ONECUT1-related neonatal diabetes - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,1
25469543,"G2P01602 - PIEZO2 - 613629.0 - HGNC:26270 - C18ORF30; C18ORF58; FAM38B; FAM38B2; FLJ23144; FLJ23403; FLJ34907; HST748; HST771 - PIEZO2-related arthrogryposis, distal - 114300 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred",0
14997421,G2P01583 - NSD1 - 606681.0 - HGNC:14234 - ARA267; FLJ22263; KMT3B; STO - NSD1-related Sotos syndrome - 117550 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
37107610,G2P02415 - SMC1A - 300040.0 - HGNC:11111 - DXS423E; KIAA0178; SB1.8; SMC1L1; SMCB - SMC1A-related epileptic encephalopathy - 301044 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
29224249,G2P01640 - RECQL4 - 603780.0 - HGNC:9949 - RECQ4 - RECQL4-related Baller-Gerold syndrome - 218600 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
30633,G2P02621 - PIGS - 610271.0 - HGNC:14937 - PIG-S - PIGS-related neurological syndrome fetal akinesia/epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
31340446,"G2P03112 - NFE2L2 - 600492.0 - HGNC:7782 - NRF-2; NRF2 - NFE2L2-related leukoencephalopathy, immune deficiency and hypohomocysteinaemia - 617744 - nan - monoallelic_autosomal - restricted mutation set - strong - altered gene product structure - nan - gain of function - inferred",0
23563209,G2P00526 - DCX - 300121.0 - HGNC:2714 - DBCN; DC; LISX; SCLH; XLIS - DCX-related subcortical band heterotopia - 300067 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
12168799,G2P00144 - FGFR2 - 176943.0 - HGNC:3689 - BEK; CD332; CEK3; CFD1; ECT1; JWS; K-SAM; KGFR; TK14; TK25 - FGFR2-related Crouzon syndrome - 123500 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
21182142,G2P03013 - TFE3 - 314310.0 - HGNC:11752 - BHLHE33; TFEA - TFE3-related intellectual disability with pigmentary mosaicism and coarse features - nan - nan - monoallelic_X_heterozygous - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
9846561,G2P01096 - TRIO - 601893.0 - HGNC:12303 - ARHGEF23 - TRIO-related intellectual disability - 601893 - MONDO:0001071 - monoallelic_autosomal - nan - strong - uncertain - nan - undetermined - inferred,0
12508,G2P00616 - CA2 - 611492.0 - HGNC:1373 - CA-II; CAII; CAR2 - CA2-related osteopetrosis - 259730 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
36250465,G2P00368 - SZT2 - 615463.0 - HGNC:29040 - C1ORF84; FLJ10387; FLJ34502; KIAA0467; KICS1; RP11-506B15.1; SZT2A; SZT2B - SZT2-related infantile encephalopathy with epilepsy and dysmorphic corpus callosum - 615476 - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
17912268,G2P03465 - STX1A - 186590.0 - HGNC:11433 - HPC-1; P35-1; STX1 - STX1A-related neurodevelopmental disorder with epilepsy - nan - nan - monoallelic_autosomal - nan - moderate - altered gene product structure - missense_variant; inframe_deletion - undetermined - inferred,0
12193061,G2P01149 - EDN1 - 131240.0 - HGNC:3176 - ET1 - EDN1-related auriculocondylar syndrome - 615706 - nan - biallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
25049620,G2P00498 - DDX3X - 300160.0 - HGNC:2745 - CAP-RF; DBX; DDX14; DDX3; HLP2 - DDX3X-related intellectual disability - nan - MONDO:0001071 - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
16355490,G2P01872 - SIN3A - 607776.0 - HGNC:19353 - DKFZP434K2235; KIAA0700 - SIN3A-related syndromic intellectual disability - 612100 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
19416473,G2P01620 - SHANK1 - 604999.0 - HGNC:15474 - SPANK-1; SSTRIP; SYNAMON - SHANK1-related autism - 209850 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
12579474,G2P00044 - LRP5 - 603506.0 - HGNC:6697 - BMND1; EVR1; EVR4; HBM; LR3; LRP7; OPPG; OPS; OPTA1; VBCH2 - LRP5-related osteopetrosis - 601884 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - gain of function - inferred,1
17713477,G2P00424 - DNMT3A - 602769.0 - HGNC:2978 - nan - DNMT3A-related Tatton-Brown Rahman syndrome (overgrowth syndrome with intellectual disability) - 615879 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
17919533,G2P00140 - TCF4 - 602272.0 - HGNC:11634 - BHLHB19; E2-2; ITF2; SEF2-1B - TCF4-related Pitt-Hopkins syndrome - 610954 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
22686296,G2P00590 - BCL11A - 606557.0 - HGNC:13221 - BCL11A-L; BCL11A-S; BCL11A-XL; CTIP1; EVI9; HBFQTL5; SMARCM1; ZNF856 - BCL11A-related intellectual disability - 617101 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
20531296,G2P00591 - GNAS - 139320.0 - HGNC:4392 - GNAS1; GNASXL; GPSA; NESP; NESP55; SCG6; SGVI - GNAS-related pseudohypoparathyroidism - 603233 - nan - monoallelic_autosomal - imprinted region - definitive - absent gene product - nan - loss of function - inferred,0
24412361,G2P01705 - KDM5B - 605393.0 - HGNC:18039 - CT31; JARID1B; PLU-1; PPP1R98; RBBP2H1A - KDM5B-related neurodevelopmental disorder - nan - nan - biallelic_autosomal - nan - strong - absent gene product; altered gene product structure - nan - loss of function - inferred,0
150077,G2P01711 - SET - 600960.0 - HGNC:10760 - 2PP2A; IGAAD; IPP2A2; PHAPII; TAF-I; TAF-IBETA - SET-related intellectual developmental disorder - nan - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
9651206,"G2P01608 - SCN8A - 600702.0 - HGNC:10596 - CERIII; CIAT; MED; NACH6; NAV1.6; PN4 - SCN8A-related epileptic encephalopathy, early infantile - 614558 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - dominant negative - inferred",0
20184619,G2P00140 - TCF4 - 602272.0 - HGNC:11634 - BHLHB19; E2-2; ITF2; SEF2-1B - TCF4-related Pitt-Hopkins syndrome - 610954 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
31495776,G2P00458 - KDM6A - 300128.0 - HGNC:12637 - UTX - KDM6A-related Kabuki syndrome - 300867 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
37818386,G2P00882 - GATAD2B - 614998.0 - HGNC:30778 - P66BETA - GATAD2B-related nonspecific severe intellectual disability - 615074 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
34440431,G2P00381 - ANKRD11 - 611192.0 - HGNC:21316 - ANCO-1; ANCO1; LZ16; T13 - ANKRD11-related KBG syndrome - 148050 - nan - monoallelic_autosomal - nan - definitive - decreased gene product level - 5_prime_UTR_variant; frameshift_variant; stop_gained - undetermined - inferred,1
29901520,G2P00211 - BCOR - 300485.0 - HGNC:20893 - FLJ20285; KIAA1575 - BCOR-related syndromic microphthalmia  - 300166 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
23623388,G2P00681 - ZC4H2 - 300897.0 - HGNC:24931 - HCA127; KIAA1166; MCS; MRXS4; WWS - ZC4H2-related arthrogryposis multiplex congenita and intellectual disability - 314580 - nan - monoallelic_X_hemizygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
23623388,G2P02851 - ZC4H2 - 300897.0 - HGNC:24931 - HCA127; KIAA1166; MCS; MRXS4; WWS - ZC4H2-related arthrogryposis multiplex congenita and intellectual disability - 314580 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
9173665,G2P01096 - TRIO - 601893.0 - HGNC:12303 - ARHGEF23 - TRIO-related intellectual disability - 601893 - MONDO:0001071 - monoallelic_autosomal - nan - strong - uncertain - nan - undetermined - inferred,0
10871,G2P02621 - PIGS - 610271.0 - HGNC:14937 - PIG-S - PIGS-related neurological syndrome fetal akinesia/epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
10782,G2P02621 - PIGS - 610271.0 - HGNC:14937 - PIG-S - PIGS-related neurological syndrome fetal akinesia/epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
17557242,G2P01085 - GCH1 - 600225.0 - HGNC:4193 - DYT14; DYT5; DYT5A; GCH; GTPCH1 - GCH1-related dystonia - 128230 - nan - monoallelic_autosomal - nan - definitive - uncertain - nan - undetermined - inferred,1
1783401,G2P00410 - NF1 - 613113.0 - HGNC:7765 - nan - NF1-related neurofibromatosis - 162200 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
29842983,G2P03471 - EIF4A2 - 601102.0 - HGNC:3284 - BM-010; DDX2B; EIF4A; EIF4F - EIF4A2-related neurodevelopmental disorder with hypotonia and epilepsy - 620455 - nan - monoallelic_autosomal - typically de novo - moderate - altered gene product structure - frameshift_variant_NMD_triggering; missense_variant - undetermined - inferred,0
